"","INSTNM","PREDDEG","CURROPER","TUITIONFEE_IN","TUITIONFEE_OUT","COSTT4_A","C150_4","EARN","CONTROL","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","ADM_RATE","SAT_AVG","NPT4_PUB","AVGFACSAL"
"4278","South Puget Sound Community College",2,1,3026,8246,12246,NA,"25600",1,0.6641,0.0273,0.0459,0.0634,NA,NA,8302,5838
"4279","Spokane Community College",2,1,2430,7590,12573,NA,"26600",1,0.8034,0.0226,0.018,0.0488,NA,NA,7814,5736
"4280","Spokane Falls Community College",2,1,2430,7590,11571,NA,"24400",1,0.7866,0.0186,0.0163,0.0555,NA,NA,7340,5575
"4281","Stylemaster College of Hair Design",1,1,NA,NA,NA,NA,"15600",3,0.954,0,0,0.0345,NA,NA,NA,NA
"4282","Tacoma Community College",2,1,2827,8011,11630,NA,"29900",1,0.5548,0.0887,0.0598,0.0782,NA,NA,7551,5874
"4283","Walla Walla Community College",1,1,3171,4374,12769,NA,"27100",1,0.7312,0.0342,0.012,0.1402,NA,NA,8189,5642
"4284","Walla Walla University",3,1,22794,22794,30003,0.5,"38500",2,0,0,0,0,0.9822,1085,NA,4630
"4285","Washington State University",3,1,8489,19565,20525,0.6907,"39100",1,0.7313,0.0216,0.0549,0.0652,0.7626,1086,14512,8128
"4286","University of Washington-Seattle Campus",3,1,7692,24367,19397,0.8068,"42100",1,0.5104,0.033,0.2691,0.059,0.6095,1213,13963,9981
"4287","Wenatchee Valley College",2,1,2896,3323,12116,NA,"26000",1,0.7068,0.0055,0.0072,0.1987,NA,NA,7468,5904
"4288","Everest College-Vancouver",1,1,14715,14715,25599,NA,"22900",3,0.7704,0.0419,0.0442,0.0596,0.8469,NA,NA,2572
"4289","Western Washington University",3,1,6159,17190,16788,0.6878,"33800",1,0,0,0,0,0.7267,1117,13057,7000
"4290","Whatcom Community College",2,1,3105,8325,12590,NA,"26000",1,0.7255,0.0126,0.0334,0.0558,NA,NA,8159,5235
"4291","Whitman College",3,1,36940,36940,46212,0.8923,"30400",2,0,0,0,0,0.4193,1341,NA,7721
"4292","Whitworth University",3,1,28650,28650,38249,0.7306,"33100",2,0,0,0,0,0.5338,1192,NA,6996
"4293","Yakima Valley Community College",2,1,3232,3622,12282,NA,"26900",1,0.5609,0.0143,0.0132,0.3466,NA,NA,7851,6070
"4294","Alderson Broaddus College",3,1,21654,21654,29729,0.3901,"35000",2,0.89,0.043,0.0086,0.0172,0.7387,978,NA,4401
"4295","Appalachian Beauty School",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,1,0,0,0,NA,NA,NA,NA
"4296","Appalachian Bible College",3,1,10290,10290,18618,0.5185,"20400",2,0,0,0,0,0.5663,977,NA,2821
"4297","B M Spurr School of Practical Nursing",1,1,NA,NA,NA,NA,"PrivacySuppressed",2,1,0,0,0,0.434,NA,NA,NA
"4298","Mountain State University",3,0,6900,6900,12362,0.0387,"38700",2,0,0,0,0,NA,NA,NA,4902
"4299","Ben Franklin Career Center",1,1,1950,1950,9876,NA,"16600",1,0,0,0,0,NA,NA,6719,NA
"4300","Bethany College",3,1,21465,21465,30805,0.6798,"31200",2,0,0,0,0,0.7889,966,NA,5004
"4301","Bluefield State College",3,1,4596,9000,13772,0.2198,"22900",1,0,0,0,0,0.8294,897,10724,5633
"4302","Cabell County Career Technology Center",1,1,3500,3500,9570,NA,"24400",1,0,0,0,0,NA,NA,4891,NA
"4303","Charleston School of Beauty Culture",1,1,NA,NA,NA,NA,"13300",3,0.7685,0.2037,0.0093,0.0093,NA,NA,NA,NA
"4304","University of Charleston",3,1,24000,24000,31834,0.4478,"35700",2,0,0,0,0,0.7918,994,NA,5952
"4305","Clarksburg Beauty Academy and School of Massage Therapy",1,1,NA,NA,NA,NA,"12600",3,0,0,0,0,NA,NA,NA,NA
"4306","Concord University",3,1,4974,11050,14844,0.3858,"26400",1,0,0,0,0,0.5957,1024,8056,5489
"4307","Davis & Elkins College",3,1,19800,19800,28395,0.5481,"30100",2,0,0,0,0,0.7122,941,NA,5112
"4308","Fairmont State University",3,1,5172,10904,15476,0.3661,"25100",1,0.9094,0.041,0.0044,0.0117,0.8757,966,11142,5961
"4309","Glenville State College",3,1,4888,11702,15070,0.3233,"24700",1,0.8792,0.0938,0,0.011,0.9989,915,3693,5040
"4310","HRDE-Stanley Technical Institute-Clarksburg",1,0,NA,NA,NA,NA,"17300",2,0.7,0.2,0,0,NA,NA,NA,NA
"4311","Huntington Junior College",2,1,7470,7470,14642,NA,"15700",3,0.8604,0.1023,0.0036,0.0036,NA,NA,NA,4596
"4312","James Rumsey Technical Institute",1,1,NA,NA,NA,NA,"37100",1,0.8759,0.1103,0,0,NA,NA,NA,NA
"4313","Ralph R Willis Career and Technical Center",1,1,NA,NA,NA,NA,"PrivacySuppressed",1,1,0,0,0,NA,NA,NA,NA
"4314","Marshall University",3,1,5236,12482,13954,0.4509,"27500",1,0,0,0,0,0.8327,1024,8173,6339
"4315","Mercer County Technical Education Center",1,1,NA,NA,NA,NA,"24100",1,0.9217,0.0663,0.006,0.006,NA,NA,NA,NA
"4316","Meredith Manor International Equestrian Center",1,1,22836,22836,27661,NA,"18200",3,1,0,0,0,NA,NA,NA,NA
"4317","Monongalia County Technical Education Center",1,1,1050,1050,7785,NA,"23900",1,0.9667,0.025,0,0,0.6647,NA,4096,NA
"4318","Morgantown Beauty College Inc",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.8889,0.037,0,0.037,NA,NA,NA,NA
"4319","Mountain State College",2,1,7165,7165,17847,NA,"12900",3,0.9867,0.0133,0,0,NA,NA,NA,2174
"4320","Everest Institute-Cross Lanes",1,0,NA,NA,NA,NA,"20500",3,0.8873,0.1,0,0.0127,0.6667,NA,NA,2897
"4321","Opportunities Industrialization Center-North Central West Virginia",1,1,NA,NA,NA,NA,"16900",2,0,0,0,0,NA,NA,NA,NA
"4322","Ohio Valley University",3,1,17910,17910,26314,0.5192,"28600",2,0.8374,0.0468,0,0.0334,0.1523,970,NA,4263
"4323","West Virginia University at Parkersburg",2,1,2076,7346,8948,0.2611,"21800",1,0.9634,0.0098,0.0044,0.006,NA,NA,5007,4940
"4324","Potomac State College of West Virginia University",2,1,2886,8746,12660,0.2189,"33500",1,0.7854,0.1261,0.0056,0.0251,NA,NA,7841,5121
"4325","Academy of Careers and Technology",1,1,NA,NA,NA,NA,"22400",1,0,0,0,0,NA,NA,NA,NA
"4326","Salem International University",3,1,11280,11280,21524,0.3523,"22900",3,0,0,0,0,NA,NA,NA,3523
"4327","Shepherd University",3,1,5234,13574,14936,0.3997,"32700",1,0.7788,0.0495,0.0177,0.025,0.94,1010,10392,6134
"4328","Southern West Virginia Community and Technical College",2,1,2102,6916,5808,NA,"20700",1,0,0,0,0,NA,NA,1262,4421
"4329","Fred W Eberle Technical Center",1,1,NA,NA,NA,NA,"31500",1,0.9912,0.0088,0,0,NA,NA,NA,NA
"4330","West Virginia School of Osteopathic Medicine",4,1,NA,NA,NA,NA,"72800",1,NA,NA,NA,NA,NA,NA,NA,NA
"4331","West Virginia State University",3,1,4524,10764,14192,0.2793,"25300",1,0,0,0,0,1,877,10108,5505
"4332","West Virginia University Hospital Departments of Rad Tech and Nutrition",1,1,NA,NA,NA,0.9444,"PrivacySuppressed",2,1,0,0,0,0.2143,1050,NA,NA
"4333","West Liberty University",3,1,4880,11950,14430,0.3598,"27000",1,0,0,0,0,0.7851,959,9598,5051
"4334","West Virginia University Institute of Technology",3,1,5164,13264,15108,0.1103,"33500",1,0.7747,0.0908,0.0018,0.0196,0.4561,937,8004,6095
"4335","West Virginia Wesleyan College",3,1,22880,22880,35350,0.5361,"31100",2,0.8203,0.0805,0.0082,0.0276,0.8101,1011,NA,5136
"4336","West Virginia Business College-Wheeling",2,1,9150,9150,39864,NA,"14400",3,0,0,0,0,NA,NA,NA,NA
"4337","West Virginia Junior College",2,1,11725,11725,18192,NA,"17000",3,0.7839,0.201,0,0.0151,NA,NA,NA,3152
"4338","West Virginia Junior College",2,1,11100,11100,17715,NA,"18800",3,0.8808,0.0662,0,0.0199,NA,NA,NA,3652
"4339","International Beauty School 4",1,1,NA,NA,NA,NA,"12000",3,0,0,0,0,NA,NA,NA,NA
"4340","West Virginia Northern Community College",2,1,2358,6870,8745,NA,"20100",1,0.9319,0.0376,0.004,0.0067,NA,NA,4764,4537
"4341","West Virginia University",3,1,5304,16402,15422,0.588,"33500",1,0.8765,0.0315,0.0147,0.0257,0.8766,1069,9944,7983
"4342","Wheeling Jesuit University",3,1,24430,24430,34873,0.5587,"33300",2,0,0,0,0,0.7436,1040,NA,5343
"4343","Wood County School of Practical Nursing",1,1,NA,NA,NA,NA,"PrivacySuppressed",1,0,0,0,0,0.2818,NA,NA,NA
"4344","Advanced Institute of Hair Design",1,1,NA,NA,NA,NA,"22800",3,0,0,0,0,0.7769,NA,NA,NA
"4345","Advanced Institute of Hair Design",1,1,NA,NA,NA,NA,"22800",3,0,0,0,0,0.8413,NA,NA,NA
"4346","Alverno College",3,1,19074,19074,26105,0.3868,"34200",2,0,0,0,0,0.8495,930,NA,5626
"4347","Madison Area Technical College",1,1,3342,4860,13946,0.2338,"30500",1,0.7588,0.061,0.0354,0.0403,NA,NA,11667,9767
"4348","Bellin Health School of Radiologic Technology",1,0,NA,NA,NA,NA,"PrivacySuppressed",2,1,0,0,0,NA,NA,NA,NA
"4349","Bellin College",3,1,18839,18839,NA,1,"54900",2,0.9635,0.0146,0.0109,0.0073,0.4118,1090,NA,6232
"4350","Beloit College",3,1,33418,33418,39736,0.8439,"27000",2,0,0,0,0,0.7283,1250,NA,6244
"4351","Blackhawk Technical College",1,1,3194,4715,10426,NA,"26500",1,0,0,0,0,NA,NA,7814,7389
"4352","Lakeside School of Massage Therapy",1,0,NA,NA,NA,NA,"20100",2,0.6832,0.1881,0.0297,0.0594,NA,NA,NA,NA
"4353","Cardinal Stritch University",3,1,21790,21790,32922,0.5171,"44300",2,0,0,0,0,0.4076,1045,NA,5442
"4354","Carroll University",3,1,22937,22937,31042,0.6786,"35000",2,0,0,0,0,0.6923,1090,NA,5914
"4355","Carthage College",3,1,28250,28250,36943,0.5513,"36700",2,0,0,0,0,0.7491,1091,NA,6469
"4356","Concordia University-Wisconsin",3,1,20990,20990,30598,0.5398,"38400",2,0,0,0,0,0.6367,1030,NA,6519
"4357","Edgewood College",3,1,21042,21042,29764,0.5212,"38700",2,0,0,0,0,0.724,1049,NA,5939
"4358","Fox Valley Technical College",1,1,3497,5018,11300,NA,"30400",1,0.8593,0.0135,0.0265,0.0263,NA,NA,9842,7715
"4359","Gateway Technical College",1,1,3234,4947,11259,NA,"26900",1,0,0,0,0,NA,NA,8892,8098
"4360","Gill-Tech Academy",1,1,NA,NA,NA,NA,"20400",3,0.931,0.0431,0,0.0172,NA,NA,NA,NA
"4361","The Salon Professional Academy",1,1,NA,NA,NA,NA,"18200",3,0,0,0,0,NA,NA,NA,NA
"4362","ITT Technical Institute-Greenfield",2,0,17148,17148,25248,0.422,"29100",3,0,0.0436,0,0,0.5347,NA,NA,4832
"4363","DeVry University-Wisconsin",3,0,14592,14592,29151,NA,"PrivacySuppressed",3,0.4286,0.3333,0.037,0.0688,0.8621,NA,NA,4010
"4364","Lakeland College",3,1,18970,18970,28289,0.4167,"36200",2,0,0,0,0,0.9141,975,NA,6018
"4365","Lakeshore Technical College",1,1,3209,4730,10756,NA,"28400",1,0.9173,0.0063,0.042,0.0222,NA,NA,8770,7575
"4366","Lawrence University",3,1,34596,34596,42301,0.763,"28800",2,0,0,0,0,0.6912,NA,NA,6406
"4367","Maranatha Baptist Bible College Inc",3,1,11000,11000,20460,0.564,"23800",2,0.9359,0.0077,0.0077,0.0141,0.5,1070,NA,3963
"4368","Marian University",3,1,20900,20900,28291,0.4143,"35600",2,0,0,0,0,0.8307,930,NA,6094
"4369","Marquette University",3,1,29096,29096,39578,0.7986,"47200",2,0,0,0,0,0.6553,1202,NA,8832
"4370","Empire Beauty School-Madison",1,0,NA,NA,NA,NA,"19300",3,0.5304,0.2609,0.0174,0.0435,NA,NA,NA,NA
"4371","Medical College of Wisconsin",4,1,NA,NA,NA,NA,"90900",2,NA,NA,NA,NA,NA,NA,NA,NA
"4372","Affinity Health System Program in Radiologic Technology",1,0,7500,7500,10500,NA,"PrivacySuppressed",2,0,0,0,0,NA,NA,NA,NA
"4373","Mid-State Technical College",1,1,3388,4909,11108,NA,"28900",1,0.9214,0.0062,0.0225,0.0145,NA,NA,9141,6876
"4374","Milwaukee Area Technical College",2,1,3437,7687,10764,NA,"26600",1,0,0,0,0,0.5129,NA,8028,9231
"4375","Milwaukee Institute of Art & Design",3,1,26224,26224,37161,0.5688,"24100",2,0,0,0,0,0.7059,NA,NA,5430
"4376","Milwaukee School of Engineering",3,1,28665,28665,39895,0.5452,"55900",2,0,0,0,0,0.6712,1201,NA,7600
"4377","Moraine Park Technical College",1,1,3346,18496,11304,NA,"30500",1,0,0,0,0,NA,NA,9655,7180
"4378","Mount Mary College",3,1,21166,21166,29051,0.4,"38600",2,0,0,0,0,0.5,910,NA,5332
"4379","Nashotah House",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,4076
"4380","Nicolet Area Technical College",1,1,3940,19500,9396,NA,"24400",1,0,0,0,0,NA,NA,5668,7630
"4381","Northcentral Technical College",1,1,3325,4846,9462,NA,"30900",1,0.8933,0.0083,0.0504,0.0147,NA,NA,6228,7098
"4382","Northeast Wisconsin Technical College",1,1,3366,4887,10353,NA,"31600",1,0,0,0,0,NA,NA,8651,7825
"4383","Northland International University",3,1,11480,11480,22837,0.6058,"20900",2,0.9478,0.0043,0,0.0022,NA,NA,NA,3274
"4384","Northland College",3,1,24021,24021,32573,0.6034,"23300",2,0,0,0,0,0.7852,1083,NA,5341
"4385","Ripon College",3,1,25445,25445,33315,0.7645,"34200",2,0,0,0,0,0.7942,1126,NA,5827
"4386","Sacred Heart School of Theology",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6434
"4387","Saint Norbert College",3,1,26972,26972,34350,0.7089,"36500",2,0,0,0,0,0.833,1090,NA,5868
"4388","Silver Lake College",3,1,20560,20560,28710,0.48,"35300",2,0,0,0,0,0.7368,950,NA,3391
"4389","State College of Beauty Culture Inc",1,1,NA,NA,NA,NA,"18300",3,0.9474,0,0.0395,0.0132,1,NA,NA,NA
"4390","Southwest Wisconsin Technical College",1,1,3320,4841,11366,NA,"26900",1,0.9795,0.004,0.0029,0.004,NA,NA,8698,6509
"4391","Bryant and Stratton College-Milwaukee",2,1,14670,14670,20471,0.151,"20000",3,0.0397,0.8898,0,0.0462,NA,NA,NA,3990
"4392","Theda Clark Medical Center School of Radiologic Technology",1,0,4000,4000,4700,NA,NA,2,1,0,0,0,0.2857,NA,NA,NA
"4393","University of Wisconsin Colleges",2,1,4597,11581,11860,NA,"27500",1,0.882,0.0183,0.0367,0.029,0.9942,970,8969,5375
"4394","Viterbo University",3,1,20160,20160,29220,0.5042,"35600",2,0,0,0,0,0.8694,1050,NA,5723
"4395","Chippewa Valley Technical College",2,1,3532,5136,11693,NA,"29300",1,0,0,0,0,NA,NA,8924,7189
"4396","Waukesha County Technical College",1,1,3388,4893,9999,NA,"32200",1,0,0,0,0,NA,NA,7913,8343
"4397","Western Technical College",1,1,3216,4737,11159,NA,"28100",1,0,0,0,0,NA,NA,9930,6162
"4398","University of Wisconsin-Whitewater",3,1,6495,14068,13942,0.5567,"35400",1,0.8802,0.0486,0.0167,0.0266,0.8341,1030,11825,6320
"4399","Wisconsin Indianhead Technical College",1,1,3233,4754,10701,NA,"25800",1,0.9261,0.0062,0.0067,0.0048,NA,NA,8711,6811
"4400","Wisconsin School of Professional Psychology",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"4401","Wisconsin College of Cosmetology Inc",1,1,NA,NA,NA,NA,"19400",3,0.8621,0.0345,0,0,NA,NA,NA,NA
"4402","University of Wisconsin-Eau Claire",3,1,6629,14202,14509,0.6453,"36800",1,0.9126,0.005,0.0298,0.0127,0.685,1130,11994,6273
"4403","University of Wisconsin-Green Bay",3,1,6614,14187,13852,0.5177,"33700",1,0.8995,0.0075,0.0292,0.0194,0.8982,1050,11651,6030
"4404","University of Wisconsin-La Crosse",3,1,7509,15082,15143,0.6892,"37300",1,0.8902,0.0089,0.0319,0.0194,0.6673,1145,13121,6312
"4405","Wisconsin Lutheran College",3,1,21180,21180,29472,0.6377,"32000",2,0,0,0,0,0.7287,1090,NA,5409
"4406","University of Wisconsin-Oshkosh",3,1,6349,13922,15457,0.5144,"34300",1,0.9008,0.0163,0.0331,0.019,0.8256,1030,13406,6243
"4407","University of Wisconsin-Parkside",3,1,6276,13849,15838,0.2665,"31400",1,0.7255,0.1046,0.0255,0.0907,0.9266,950,11965,6035
"4408","Herzing University",2,1,15247,15247,22770,0.4259,"34300",3,0.3752,0.1196,0.0109,0.0228,1,NA,NA,4910
"4409","University of Wisconsin-Stout",3,1,7821,15566,15877,0.5541,"37400",1,0.8879,0.0076,0.0267,0.0142,0.9104,990,13409,6131
"4410","University of Wisconsin-Superior",3,1,6736,14309,13258,0.4137,"28700",1,0.8521,0.0135,0.0111,0.0115,0.8836,1030,9536,5992
"4411","University of Wisconsin-Madison",3,1,8310,23059,18858,0.81,"42900",1,0.782,0.0275,0.0555,0.0383,0.5946,1269,15452,9543
"4412","University of Wisconsin-Milwaukee",3,1,7702,17431,17005,0.4273,"35000",1,0.7839,0.0732,0.0464,0.0466,0.9309,1030,14601,7303
"4413","University of Wisconsin-Platteville",3,1,6456,14029,14026,0.5609,"38300",1,0.9248,0.0217,0.01,0.0128,0.964,1050,11756,6000
"4414","University of Wisconsin-River Falls",3,1,6533,14106,14106,0.5525,"34100",1,0.9189,0.0121,0.0218,0.0127,0.8898,1030,11492,6469
"4415","University of Wisconsin-Stevens Point",3,1,6528,14101,14030,0.6055,"32300",1,0.8997,0.012,0.0232,0.015,0.8008,1070,11817,6045
"4416","Casper College",2,1,1848,5112,10548,NA,"28800",1,0.9152,0.0135,0.005,0.0364,NA,NA,6341,6713
"4417","Central Wyoming College",2,1,2136,5400,9038,NA,"22600",1,0.7197,0.0109,0.0044,0.0606,NA,NA,3727,5851
"4418","Eastern Wyoming College",2,1,2016,5280,9744,NA,"24200",1,0,0,0,0,NA,NA,5567,5298
"4419","Laramie County Community College",2,1,2280,5544,9236,NA,"29200",1,0.8242,0.0236,0,0.0895,NA,NA,5278,6389
"4420","Northwest College",2,1,2235,5499,9028,NA,"24100",1,0.8617,0.0065,0.0097,0.0648,NA,NA,4632,6242
"4421","Sheridan College",2,1,2322,5586,10272,NA,"27200",1,0.8992,0.0153,0.0109,0.0415,NA,NA,6147,5917
"4422","Western Wyoming Community College",2,1,1994,5258,9142,NA,"28300",1,0.862,0.0086,0.0074,0.0794,NA,NA,5633,6132
"4423","Cheeks International Academy of Beauty Culture",1,1,NA,NA,NA,NA,"14200",3,0.8158,0.0263,0,0.1579,NA,NA,NA,NA
"4424","WyoTech",1,1,NA,NA,NA,NA,"35000",3,0,0,0,0,NA,NA,NA,4645
"4425","University of Wyoming",3,1,3726,11646,15620,0.554,"36700",1,0.8146,0.0111,0.0102,0.0398,0.9596,1106,9907,8309
"4426","American Samoa Community College",2,1,2060,2340,5300,NA,"14300",1,0,0,0,0,NA,NA,431,3038
"4427","Guam Community College",2,1,2932,3532,11177,NA,"19500",1,0,0,0,0,NA,NA,7787,5228
"4428","University of Guam",3,1,5770,16270,26083,0.2653,"24200",1,0.0336,0.005,0.4301,0.0081,NA,NA,23775,6873
"4429","Northern Marianas College",2,1,2820,5100,8489,0.1645,"14100",1,0,0,0,0,NA,NA,4747,4419
"4430","Institute of Beauty Careers",1,1,NA,NA,NA,NA,"11200",3,0,0,0,0,NA,NA,NA,NA
"4431","Educational Technical College-Bayamon",1,1,NA,NA,NA,NA,"13900",3,0,0,0,0,NA,NA,NA,NA
"4432","American University of Puerto Rico",3,1,4705,4705,13022,0.1908,"18000",2,0,0,0,0.9994,NA,NA,NA,2692
"4433","American University of Puerto Rico",3,1,4705,4705,13075,0.1834,"18000",2,0,0,0,1,NA,NA,NA,2621
"4434","American Educational College",1,1,6034,6034,8329,NA,"13600",3,0,0,0,1,NA,NA,NA,NA
"4435","Antilles School of Technical Careers",1,1,NA,NA,NA,NA,"18000",3,0,0,0,1,NA,NA,NA,NA
"4436","Universidad Adventista de las Antillas",3,1,6145,6145,11761,0.2418,"16600",2,0.0053,0.0359,0.0021,0.9124,0.4361,NA,NA,2771
"4437","Atlantic College",3,1,6075,6075,8533,0.4167,"15400",2,0,0,0,0,NA,NA,NA,2833
"4438","Bayamon Central University",3,1,5000,5000,8440,0.2376,"16500",2,0,0,0,0,0.3792,NA,NA,2895
"4439","Columbia Centro Universitario",2,1,7322,7322,11592,0.0615,"18900",3,0,0,0,1,NA,NA,NA,1358
"4440","Carlos Albizu University",3,1,NA,NA,NA,NA,"27900",2,0,0,0,0,NA,NA,NA,4528
"4441","Caribbean University-Bayamon",3,1,4470,4470,6630,0.3404,"16700",2,0,0,0,0,NA,NA,NA,1957
"4442","Caribbean University-Carolina",3,1,4470,4470,10727,0.6667,"16700",2,0,0,0,0,NA,NA,NA,1847
"4443","Pontifical Catholic University of Puerto Rico-Arecibo",3,1,4896,4896,8140,0.098,"15900",2,0.0178,0,0,0.9556,0.6574,NA,NA,3465
"4444","Pontifical Catholic University of Puerto Rico-Ponce",3,1,4998,4998,7698,0.386,"15900",2,0,0,0,0,0.827,NA,NA,3864
"4445","Centro de Estudios Multidisciplinarios",2,1,5400,5400,9291,NA,"16500",2,0,0,0,1,0.9497,NA,NA,2012
"4446","Universidad Teologica del Caribe",3,1,3140,3140,3888,1,"15000",2,0,0,0,0,NA,NA,NA,1182
"4447","Colegio Universitario de San Juan",2,1,2370,2370,7672,0.2227,"20700",1,0,0,0,1,1,NA,3724,3067
"4448","Universidad Metropolitana",3,1,4921,4921,12733,0.1747,"16700",2,0,0,0,0,0.5299,834,NA,3779
"4449","Puerto Rico Conservatory of Music",3,1,2300,2300,9225,0.3929,"PrivacySuppressed",1,0,0,0,0,0.5805,NA,4734,2792
"4450","EDP College of Puerto Rico Inc-San Sebastian",3,1,5220,9036,14109,0.14,"17300",2,0,0,0,1,NA,NA,NA,2014
"4451","Emmas Beauty Academy",1,1,NA,NA,NA,NA,"10700",3,0,0,0,1,NA,NA,NA,NA
"4452","Escuela de Artes Plasticas de Puerto Rico",3,1,3033,5193,5228,0.4068,"15100",1,0.0019,0,0.0019,0.9962,0.4966,NA,485,3506
"4453","Huertas Junior College",2,1,6215,6215,9303,NA,"16800",3,0,0,0,0,NA,NA,NA,1621
"4454","Humacao Community College",2,1,5328,5328,10932,NA,"15300",2,0,0,0,1,NA,NA,NA,1048
"4455","ICPR Junior College-Arecibo",1,1,9120,9120,15817,NA,"14600",3,0,0,0,0,NA,NA,NA,1587
"4456","ICPR Junior College-Mayaguez",1,1,9195,9195,16134,NA,"14600",3,0,0,0,0,NA,NA,NA,1946
"4457","Instituto de Educacion Tecnica Ocupacional La Reine",1,1,NA,NA,NA,NA,"10600",3,0,0,0,0,NA,NA,NA,NA
"4458","Hispanic American College",1,1,NA,NA,NA,NA,"10900",3,0,0,0,1,0.8131,NA,NA,NA
"4459","Instituto de Banca y Comercio Inc",1,1,NA,NA,NA,NA,"14800",3,0,0,0,1,NA,NA,NA,NA
"4460","Instituto Tecnologico de Puerto Rico-Recinto de Guayama",2,1,1105,1105,3755,NA,"17200",1,0,0,0,0,NA,NA,-288,2453
"4461","Instituto Tecnologico de Puerto Rico-Recinto de Ponce",2,1,1150,1150,4617,NA,"17200",1,0,0,0,1,1,NA,365,2881
"4462","Instituto Tecnologico de Puerto Rico-Recinto de San Juan",2,1,1105,1105,4123,NA,"17200",1,0,0,0,0,0.8868,NA,967,3099
"4463","Inter American University of Puerto Rico-San German",3,1,4428,4428,11051,0.2595,"16700",2,0,0,0,1,0.8381,NA,NA,3795
"4464","Inter American University of Puerto Rico-Aguadilla",3,1,4428,4428,12523,0.1831,"16700",2,0,0,0,1,0.8076,NA,NA,3685
"4465","Inter American University of Puerto Rico-Arecibo",3,1,4454,4454,11271,0.1698,"16700",2,0,0,0,1,0.3401,NA,NA,3653
"4466","Inter American University of Puerto Rico-Barranquitas",3,1,5122,5122,11847,0.1864,"16700",2,0,0,0,1,0.7255,NA,NA,3559
"4467","Inter American University of Puerto Rico-Metro",3,1,4428,4428,11872,0.1935,"16700",2,0,0,0,1,0.192,NA,NA,4026
"4468","Inter American University of Puerto Rico-Ponce",3,1,4428,4428,11696,0.1751,"16700",2,0,0,0,1,0.5812,NA,NA,3658
"4469","Inter American University of Puerto Rico-Fajardo",3,1,4428,4428,10934,0.1976,"16700",2,0,0,0,1,0.4391,NA,NA,3631
"4470","Inter American University of Puerto Rico-Guayama",3,1,4390,4390,12232,0.1894,"16700",2,0,0,0,1,0.3884,NA,NA,3676
"4471","Inter American University of Puerto Rico-Bayamon",3,1,4428,4428,10698,0.1686,"16700",2,0,0,0,1,0.3467,NA,NA,3610
"4472","Inter American University of Puerto Rico-School of Law",4,1,NA,NA,NA,NA,"16700",2,NA,NA,NA,NA,NA,NA,NA,5657
"4473","International Technical College",1,1,NA,NA,NA,NA,"16700",3,0,0,0,1,NA,NA,NA,NA
"4474","Liceo de Arte y Tecnologia",1,1,5926,5926,16477,NA,"18200",2,0,0,0,1,NA,NA,NA,NA
"4475","MBTI Business Training Institute",1,1,NA,NA,NA,NA,"16400",3,0,0,0,1,NA,NA,NA,NA
"4476","Modern Hairstyling Institute",1,1,NA,NA,NA,NA,"13900",3,0,0,0,0,0.919,NA,NA,NA
"4477","Modern Hairstyling Institute",1,1,NA,NA,NA,NA,"7900",3,0,0,0,0,0.803,NA,NA,NA
"4478","National College of Business and Technology-Bayamon",2,1,6390,6390,9494,0.2222,"16100",3,0,0,0,1,0.9095,NA,NA,2389
"4479","National College of Business and Technology-Arecibo",2,1,6390,6390,9378,0.192,"16100",3,0,0,0,1,0.8904,NA,NA,2238
"4480","Ponce Paramedical College Inc",1,1,NA,NA,NA,NA,"14300",3,0,0,0,0.9721,NA,NA,NA,1685
"4481","Ponce School of Medicine",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,4039
"4482","University of Puerto Rico-Aguadilla",3,0,1815,4033,6486,0.3888,"16400",1,0,0,0,1,0.8923,1036,1591,5757
"4483","University of Puerto Rico-Arecibo",3,0,1872,3938,9566,0.2819,"16400",1,0,0,0,0,0.4695,NA,4593,5484
"4484","University of Puerto Rico-Bayamon",3,0,2008,4226,4965,0.3519,"16400",1,0,0,0,0,0.2415,NA,2642,5386
